episode,algorithm,alpha,gamma,epsilon_min,epsilon_decay,epsilon,return,fill_rate,lost_sales,avg_inventory
1916,q_learning,0.2,0.99,0.03,0.999,0.1470535255419077,508.373116,0.9882903981264637,25.0,82.40833333333333
1917,q_learning,0.2,0.99,0.03,0.999,0.1469064720163658,580.666548,1.0,0.0,90.325
1918,q_learning,0.2,0.99,0.03,0.999,0.14675956554434944,1085.3593680000004,0.9575933309169989,117.0,49.666666666666664
1919,q_learning,0.2,0.99,0.03,0.999,0.14661280597880508,1117.06412,0.9472581208522529,151.0,45.733333333333334
1920,q_learning,0.2,0.99,0.03,0.999,0.14646619317282628,700.0055480000003,0.9722814498933902,65.0,82.85833333333333
1921,q_learning,0.2,0.99,0.03,0.999,0.14631972697965345,1057.9179280000003,0.9188838416612589,250.0,60.516666666666666
1922,q_learning,0.2,0.99,0.03,0.999,0.1461734072526738,696.58452,0.875043630017452,358.0,61.016666666666666
1923,q_learning,0.2,0.99,0.03,0.999,0.14602723384542113,972.1901400000002,0.9759881787957149,65.0,68.84166666666667
1924,q_learning,0.2,0.99,0.03,0.999,0.1458812066115757,681.7763400000002,1.0,0.0,81.94166666666666
1925,q_learning,0.2,0.99,0.03,0.999,0.14573532540496412,982.374884,0.891729797979798,343.0,41.525
1926,q_learning,0.2,0.99,0.03,0.999,0.14558959007955916,1013.0332600000003,0.9545112781954888,121.0,57.708333333333336
1927,q_learning,0.2,0.99,0.03,0.999,0.1454440004894796,911.7764680000002,0.9958402662229617,10.0,54.375
1928,q_learning,0.2,0.99,0.03,0.999,0.14529855648899012,970.7500200000002,0.8503755054881571,518.0,33.59166666666667
1929,q_learning,0.2,0.99,0.03,0.999,0.14515325793250114,824.1855840000004,0.9273890142964635,193.0,55.05
1930,q_learning,0.2,0.99,0.03,0.999,0.14500810467456862,612.6555159999998,0.9057301293900185,255.0,53.458333333333336
1931,q_learning,0.2,0.99,0.03,0.999,0.14486309656989407,887.9231640000005,0.9175406871609403,228.0,64.35833333333333
1932,q_learning,0.2,0.99,0.03,0.999,0.14471823347332416,760.0008080000005,0.9064143007360673,267.0,64.23333333333333
1933,q_learning,0.2,0.99,0.03,0.999,0.14457351523985085,989.5359240000001,0.9496327387198321,144.0,48.99166666666667
1934,q_learning,0.2,0.99,0.03,0.999,0.144428941724611,831.2998400000008,0.9604123711340207,96.0,62.8
1935,q_learning,0.2,0.99,0.03,0.999,0.14428451278288637,800.2693080000006,0.9395770392749244,160.0,57.291666666666664
1936,q_learning,0.2,0.99,0.03,0.999,0.1441402282701035,814.6012200000005,0.8637585897818942,456.0,47.30833333333333
1937,q_learning,0.2,0.99,0.03,0.999,0.1439960880418334,974.6143839999999,0.8650937689050212,446.0,32.916666666666664
1938,q_learning,0.2,0.99,0.03,0.999,0.14385209195379156,765.848784,1.0,0.0,77.11666666666666
1939,q_learning,0.2,0.99,0.03,0.999,0.14370823986183776,854.7056879999999,0.9589095219280916,104.0,63.583333333333336
1940,q_learning,0.2,0.99,0.03,0.999,0.14356453162197594,511.87328000000014,0.9802065404475043,46.0,79.2
1941,q_learning,0.2,0.99,0.03,0.999,0.14342096709035396,1045.2143600000004,0.9414893617021277,154.0,52.016666666666666
1942,q_learning,0.2,0.99,0.03,0.999,0.1432775461232636,742.2461320000003,0.9157935584012418,217.0,63.925
1943,q_learning,0.2,0.99,0.03,0.999,0.14313426857714034,1048.7262279999998,0.9556126192223038,121.0,48.49166666666667
1944,q_learning,0.2,0.99,0.03,0.999,0.1429911343085632,972.2565559999999,0.9650721336370539,92.0,61.44166666666667
1945,q_learning,0.2,0.99,0.03,0.999,0.14284814317425462,762.7153519999997,0.9015450952209846,274.0,61.56666666666667
1946,q_learning,0.2,0.99,0.03,0.999,0.14270529503108037,885.504548,1.0,0.0,78.025
1947,q_learning,0.2,0.99,0.03,0.999,0.1425625897360493,863.502516,0.9567393636038612,121.0,70.19166666666666
1948,q_learning,0.2,0.99,0.03,0.999,0.14242002714631324,862.1168240000004,0.8416276346604216,541.0,35.516666666666666
1949,q_learning,0.2,0.99,0.03,0.999,0.14227760711916693,782.7321999999997,0.987136929460581,31.0,71.9
1950,q_learning,0.2,0.99,0.03,0.999,0.14213532951204777,1222.8614960000002,0.9758471521268925,67.0,53.35
1951,q_learning,0.2,0.99,0.03,0.999,0.14199319418253573,844.6802919999999,0.9617912900575185,93.0,72.20833333333333
1952,q_learning,0.2,0.99,0.03,0.999,0.1418512009883532,721.5945200000002,0.9955248169243287,11.0,81.68333333333334
1953,q_learning,0.2,0.99,0.03,0.999,0.14170934978736482,883.8220759999999,0.9899845916795069,26.0,77.94166666666666
1954,q_learning,0.2,0.99,0.03,0.999,0.14156764043757747,991.4789000000002,0.970873786407767,75.0,51.675
1955,q_learning,0.2,0.99,0.03,0.999,0.1414260727971399,1201.274892,0.8708798692454373,474.0,31.241666666666667
1956,q_learning,0.2,0.99,0.03,0.999,0.14128464672434274,1071.123928,0.9565061107117182,121.0,61.71666666666667
1957,q_learning,0.2,0.99,0.03,0.999,0.1411433620776184,1049.5037880000002,0.9915384615384616,22.0,71.725
1958,q_learning,0.2,0.99,0.03,0.999,0.14100221871554078,697.0957200000001,0.9534883720930233,106.0,71.43333333333334
1959,q_learning,0.2,0.99,0.03,0.999,0.14086121649682523,657.2214800000005,1.0,0.0,85.86666666666666
1960,q_learning,0.2,0.99,0.03,0.999,0.14072035528032842,920.2933439999998,0.9858998144712431,38.0,72.0
1961,q_learning,0.2,0.99,0.03,0.999,0.1405796349250481,742.15738,0.9523615635179153,117.0,69.25833333333334
1962,q_learning,0.2,0.99,0.03,0.999,0.14043905529012304,1131.130608,0.8820602868012877,403.0,35.68333333333333
1963,q_learning,0.2,0.99,0.03,0.999,0.14029861623483292,779.002688,0.8882777586799587,325.0,56.18333333333333
1964,q_learning,0.2,0.99,0.03,0.999,0.1401583176185981,1162.408916000001,0.8723584108199492,453.0,39.00833333333333
1965,q_learning,0.2,0.99,0.03,0.999,0.1400181593009795,834.697516,1.0,0.0,74.975
1966,q_learning,0.2,0.99,0.03,0.999,0.1398781411416785,835.0362360000005,1.0,0.0,80.55833333333334
1967,q_learning,0.2,0.99,0.03,0.999,0.13973826300053682,709.4829560000001,0.9782986111111112,50.0,78.19166666666666
1968,q_learning,0.2,0.99,0.03,0.999,0.13959852473753628,1035.4034760000004,0.979126401236954,54.0,59.25833333333333
1969,q_learning,0.2,0.99,0.03,0.999,0.13945892621279876,848.8237760000003,0.9910394265232975,20.0,75.6
1970,q_learning,0.2,0.99,0.03,0.999,0.13931946728658595,778.5615439999997,0.8466111771700356,516.0,51.96666666666667
1971,q_learning,0.2,0.99,0.03,0.999,0.13918014781929938,902.1740120000002,0.922740524781341,212.0,38.875
1972,q_learning,0.2,0.99,0.03,0.999,0.13904096767148008,1190.647640000001,0.984521238300936,43.0,72.95
1973,q_learning,0.2,0.99,0.03,0.999,0.1389019267038086,955.5751400000006,0.971944657955419,73.0,67.40833333333333
1974,q_learning,0.2,0.99,0.03,0.999,0.13876302477710478,742.3260720000002,0.9995481247175779,1.0,82.46666666666667
1975,q_learning,0.2,0.99,0.03,0.999,0.13862426175232767,981.3903280000001,0.9686134286849424,79.0,50.61666666666667
1976,q_learning,0.2,0.99,0.03,0.999,0.13848563749057535,1153.7155840000007,0.9681862905870777,97.0,51.78333333333333
1977,q_learning,0.2,0.99,0.03,0.999,0.13834715185308477,575.240492,0.8943031171623074,295.0,66.175
1978,q_learning,0.2,0.99,0.03,0.999,0.1382088047012317,950.003068,0.9901071723000825,24.0,66.75833333333334
1979,q_learning,0.2,0.99,0.03,0.999,0.13807059589653045,586.8021520000001,0.8023455377574371,691.0,44.733333333333334
1980,q_learning,0.2,0.99,0.03,0.999,0.13793252530063393,926.3300279999999,0.9716340391530164,71.0,66.925
1981,q_learning,0.2,0.99,0.03,0.999,0.1377945927753333,962.3489520000003,0.9766798418972332,59.0,65.81666666666666
1982,q_learning,0.2,0.99,0.03,0.999,0.13765679818255797,931.6736480000003,0.987143431096826,32.0,68.7
1983,q_learning,0.2,0.99,0.03,0.999,0.1375191413843754,981.388464,0.9539923954372623,121.0,51.1
1984,q_learning,0.2,0.99,0.03,0.999,0.13738162224299102,737.9939479999997,0.9065176908752328,251.0,64.10833333333333
1985,q_learning,0.2,0.99,0.03,0.999,0.13724424062074803,939.7236000000001,0.9950124688279302,12.0,70.3
1986,q_learning,0.2,0.99,0.03,0.999,0.1371069963801273,218.58048,0.6883653647447819,1508.0,15.666666666666666
1987,q_learning,0.2,0.99,0.03,0.999,0.13696988938374716,940.5109239999998,0.9402290622763063,167.0,61.108333333333334
1988,q_learning,0.2,0.99,0.03,0.999,0.1368329194943634,762.7494679999999,0.9358372456964006,164.0,67.14166666666667
1989,q_learning,0.2,0.99,0.03,0.999,0.13669608657486904,834.612128,0.9038396194359497,283.0,51.8
1990,q_learning,0.2,0.99,0.03,0.999,0.13655939048829419,809.1010359999998,0.9831223628691983,40.0,80.74166666666666
1991,q_learning,0.2,0.99,0.03,0.999,0.1364228310978059,933.5350360000002,0.9283878075651855,195.0,58.24166666666667
1992,q_learning,0.2,0.99,0.03,0.999,0.13628640826670807,1156.3530920000005,0.9588652482269504,116.0,49.74166666666667
1993,q_learning,0.2,0.99,0.03,0.999,0.13615012185844136,1014.9563119999998,0.8643018018018018,482.0,38.95
1994,q_learning,0.2,0.99,0.03,0.999,0.13601397173658292,925.2614720000005,0.8694829760403531,414.0,44.4
1995,q_learning,0.2,0.99,0.03,0.999,0.13587795776484635,854.7243040000001,0.978776529338327,51.0,68.35
1996,q_learning,0.2,0.99,0.03,0.999,0.1357420798070815,848.6405960000001,0.9911218724778047,22.0,75.325
1997,q_learning,0.2,0.99,0.03,0.999,0.13560633772727443,809.060012,0.9821116928446771,41.0,80.60833333333333
1998,q_learning,0.2,0.99,0.03,0.999,0.13547073138954716,970.179328,0.9098412698412699,284.0,48.36666666666667
1999,q_learning,0.2,0.99,0.03,0.999,0.1353352606581576,944.058624,0.8461765574254503,521.0,34.03333333333333
2000,q_learning,0.2,0.99,0.03,0.999,0.13519992539749945,930.932272,0.9835728952772074,40.0,69.65
2001,q_learning,0.2,0.99,0.03,0.999,0.13506472547210194,475.7293280000001,0.9981006647673314,4.0,94.71666666666667
2002,q_learning,0.2,0.99,0.03,0.999,0.13492966074662985,859.5700000000003,0.9902080783353733,24.0,73.46666666666667
2003,q_learning,0.2,0.99,0.03,0.999,0.13479473108588322,767.2974800000003,0.9393474088291747,158.0,70.0
2004,q_learning,0.2,0.99,0.03,0.999,0.1346599363547973,916.8776640000002,0.9506641366223909,130.0,63.416666666666664
2005,q_learning,0.2,0.99,0.03,0.999,0.13452527641844253,611.2849800000001,0.8798299845440495,311.0,53.075
2006,q_learning,0.2,0.99,0.03,0.999,0.1343907511420241,652.1137760000007,0.860632633886627,445.0,53.65
2007,q_learning,0.2,0.99,0.03,0.999,0.13425636039088207,855.3139880000004,0.8928687723868447,329.0,50.875
2008,q_learning,0.2,0.99,0.03,0.999,0.13412210403049118,721.5626600000005,0.9209231933409004,209.0,55.325
2009,q_learning,0.2,0.99,0.03,0.999,0.1339879819264607,785.8324240000005,0.9559239789729074,109.0,70.43333333333334
2010,q_learning,0.2,0.99,0.03,0.999,0.13385399394453423,660.4896800000002,0.9654128837008215,80.0,76.91666666666667
2011,q_learning,0.2,0.99,0.03,0.999,0.13372013995058968,687.2256800000005,0.9056674123788218,253.0,59.18333333333333
2012,q_learning,0.2,0.99,0.03,0.999,0.1335864198106391,706.5352280000002,0.97117903930131,66.0,82.19166666666666
2013,q_learning,0.2,0.99,0.03,0.999,0.13345283339082847,977.1330400000007,0.9429482636428065,161.0,63.2
2014,q_learning,0.2,0.99,0.03,0.999,0.13331938055743764,1108.8680000000002,0.9622230294224482,104.0,59.016666666666666
2015,q_learning,0.2,0.99,0.03,0.999,0.1331860611768802,594.048988,0.7573062261753494,955.0,25.825
2016,q_learning,0.2,0.99,0.03,0.999,0.13305287511570332,847.748968,0.9804573804573805,47.0,78.0
2017,q_learning,0.2,0.99,0.03,0.999,0.1329198222405876,765.2211720000003,0.996943231441048,7.0,82.975
2018,q_learning,0.2,0.99,0.03,0.999,0.13278690241834704,775.068604,0.9752808988764045,55.0,73.075
2019,q_learning,0.2,0.99,0.03,0.999,0.13265411551592868,716.3247039999999,0.9173811379579111,212.0,65.3
2020,q_learning,0.2,0.99,0.03,0.999,0.13252146140041274,942.2342440000001,0.8206381883685023,697.0,26.941666666666666
2021,q_learning,0.2,0.99,0.03,0.999,0.13238893993901232,888.1209840000002,0.9620661824051655,94.0,57.75
2022,q_learning,0.2,0.99,0.03,0.999,0.13225655099907332,782.0192160000005,0.9589100346020761,95.0,71.03333333333333
2023,q_learning,0.2,0.99,0.03,0.999,0.13212429444807425,539.1435719999998,0.996841155234657,7.0,83.725
2024,q_learning,0.2,0.99,0.03,0.999,0.1319921701536262,1175.9450760000004,0.9029351932577739,334.0,37.425
2025,q_learning,0.2,0.99,0.03,0.999,0.13186017798347255,753.861304,0.9622059390667181,98.0,65.78333333333333
2026,q_learning,0.2,0.99,0.03,0.999,0.13172831780548908,827.0243639999999,0.964344262295082,87.0,67.19166666666666
2027,q_learning,0.2,0.99,0.03,0.999,0.13159658948768357,864.7292520000001,0.9784679089026915,52.0,66.35833333333333
2028,q_learning,0.2,0.99,0.03,0.999,0.1314649928981959,1004.8865959999999,0.9184247538677919,232.0,56.875
2029,q_learning,0.2,0.99,0.03,0.999,0.1313335279052977,877.120288,0.9208895370032811,217.0,62.083333333333336
2030,q_learning,0.2,0.99,0.03,0.999,0.13120219437739242,803.153712,0.9689922480620154,72.0,73.65
2031,q_learning,0.2,0.99,0.03,0.999,0.13107099218301502,670.6632840000002,0.8635423845623708,396.0,46.175
2032,q_learning,0.2,0.99,0.03,0.999,0.130939921190832,930.3437800000005,0.9065420560747663,290.0,51.625
2033,q_learning,0.2,0.99,0.03,0.999,0.13080898126964116,1049.119384,0.9388193202146691,171.0,55.416666666666664
2034,q_learning,0.2,0.99,0.03,0.999,0.13067817228837153,856.7883280000002,0.8820646847435478,361.0,50.016666666666666
2035,q_learning,0.2,0.99,0.03,0.999,0.13054749411608316,825.9036720000004,0.9248730964467005,222.0,63.36666666666667
2036,q_learning,0.2,0.99,0.03,0.999,0.13041694662196707,819.5027160000003,0.8636803093780213,423.0,50.458333333333336
2037,q_learning,0.2,0.99,0.03,0.999,0.1302865296753451,499.92875200000003,0.7790784557907846,887.0,36.416666666666664
2038,q_learning,0.2,0.99,0.03,0.999,0.13015624314566976,735.5105560000002,0.9772633319553534,55.0,73.59166666666667
2039,q_learning,0.2,0.99,0.03,0.999,0.1300260869025241,858.5481320000001,0.8476274683171235,517.0,37.041666666666664
2040,q_learning,0.2,0.99,0.03,0.999,0.12989606081562158,1120.7848880000004,0.9810977826245002,52.0,56.78333333333333
2041,q_learning,0.2,0.99,0.03,0.999,0.12976616475480596,693.1608600000001,0.9743276283618582,63.0,81.95833333333333
2042,q_learning,0.2,0.99,0.03,0.999,0.12963639859005113,921.8886480000002,0.9219240153363542,224.0,53.43333333333333
2043,q_learning,0.2,0.99,0.03,0.999,0.1295067621914611,896.83428,0.9190152251376741,250.0,59.45
2044,q_learning,0.2,0.99,0.03,0.999,0.12937725542926962,809.2006679999998,0.9640768588137009,86.0,70.325
2045,q_learning,0.2,0.99,0.03,0.999,0.12924787817384037,852.1963360000002,0.9534009770762871,124.0,69.08333333333333
2046,q_learning,0.2,0.99,0.03,0.999,0.1291186302956665,811.2449399999999,0.9701169337375487,69.0,71.05833333333334
2047,q_learning,0.2,0.99,0.03,0.999,0.12898951166537084,727.3192520000003,0.9537953795379538,112.0,71.09166666666667
2048,q_learning,0.2,0.99,0.03,0.999,0.12886052215370547,838.4796,0.9815112540192926,46.0,75.71666666666667
2049,q_learning,0.2,0.99,0.03,0.999,0.12873166163155178,595.5833080000003,0.984077841662981,36.0,85.675
2050,q_learning,0.2,0.99,0.03,0.999,0.12860292996992023,1013.4324440000007,0.8604980192416525,493.0,43.875
2051,q_learning,0.2,0.99,0.03,0.999,0.1284743270399503,913.0694520000001,0.9517215568862275,129.0,64.54166666666667
2052,q_learning,0.2,0.99,0.03,0.999,0.12834585271291035,1072.170164,0.9698703279938978,79.0,57.641666666666666
2053,q_learning,0.2,0.99,0.03,0.999,0.12821750686019745,513.6511519999999,0.8472128945601075,455.0,58.9
2054,q_learning,0.2,0.99,0.03,0.999,0.12808928935333724,749.4295839999999,0.8832786885245901,356.0,58.88333333333333
2055,q_learning,0.2,0.99,0.03,0.999,0.1279612000639839,1112.425836,0.9782005548949663,55.0,61.958333333333336
2056,q_learning,0.2,0.99,0.03,0.999,0.12783323886391992,1026.22652,0.8621621621621621,510.0,39.9
2057,q_learning,0.2,0.99,0.03,0.999,0.127705405625056,920.2944239999998,0.8523470839260313,519.0,38.61666666666667
2058,q_learning,0.2,0.99,0.03,0.999,0.12757770021943093,986.3731640000001,0.952363503114694,130.0,55.40833333333333
2059,q_learning,0.2,0.99,0.03,0.999,0.1274501225192115,1126.9543399999998,0.9169259489732421,267.0,37.625
2060,q_learning,0.2,0.99,0.03,0.999,0.12732267239669232,849.4819880000005,0.9240810717966335,221.0,60.55833333333333
2061,q_learning,0.2,0.99,0.03,0.999,0.1271953497242956,946.9881999999997,0.8179271708683473,715.0,28.683333333333334
2062,q_learning,0.2,0.99,0.03,0.999,0.1270681543745713,991.8683080000002,0.9505089505089505,141.0,54.925
2063,q_learning,0.2,0.99,0.03,0.999,0.12694108622019673,885.2980839999998,0.9265246142542248,200.0,56.108333333333334
2064,q_learning,0.2,0.99,0.03,0.999,0.12681414513397654,756.7166000000003,0.7804878048780488,900.0,19.583333333333332
2065,q_learning,0.2,0.99,0.03,0.999,0.12668733098884258,658.3962200000002,0.8110130981021118,707.0,39.075
2066,q_learning,0.2,0.99,0.03,0.999,0.12656064365785372,1164.0777360000004,0.917572463768116,273.0,40.68333333333333
2067,q_learning,0.2,0.99,0.03,0.999,0.12643408301419587,477.8841640000003,0.7399716847569608,1102.0,18.325
2068,q_learning,0.2,0.99,0.03,0.999,0.12630764893118168,721.1511560000001,0.881675727534378,370.0,56.69166666666667
2069,q_learning,0.2,0.99,0.03,0.999,0.1261813412822505,308.2807120000003,0.7107216494845361,1403.0,14.233333333333333
2070,q_learning,0.2,0.99,0.03,0.999,0.12605515994096825,696.5972320000003,0.8480467548446632,494.0,50.06666666666667
2071,q_learning,0.2,0.99,0.03,0.999,0.12592910478102728,1142.0846560000002,0.9724258289703316,79.0,53.983333333333334
2072,q_learning,0.2,0.99,0.03,0.999,0.12580317567624624,1017.6887680000002,0.9442259563818377,156.0,46.166666666666664
2073,q_learning,0.2,0.99,0.03,0.999,0.12567737250057,953.3850480000006,0.9002981119576019,301.0,52.13333333333333
2074,q_learning,0.2,0.99,0.03,0.999,0.12555169512806943,998.4144999999999,0.9200936141758609,239.0,51.25833333333333
2075,q_learning,0.2,0.99,0.03,0.999,0.12542614343294137,639.1956960000002,0.9951946179721288,10.0,79.18333333333334
2076,q_learning,0.2,0.99,0.03,0.999,0.12530071728950842,1029.8049640000006,0.9278350515463918,217.0,49.59166666666667
2077,q_learning,0.2,0.99,0.03,0.999,0.12517541657221892,939.3972240000004,0.9809220985691574,48.0,64.4
2078,q_learning,0.2,0.99,0.03,0.999,0.1250502411556467,920.9801560000005,0.9218163195629908,229.0,50.541666666666664
2079,q_learning,0.2,0.99,0.03,0.999,0.12492519091449104,975.1115960000004,0.8528602860286029,535.0,32.74166666666667
2080,q_learning,0.2,0.99,0.03,0.999,0.12480026572357655,983.636716,0.961376673040153,101.0,53.69166666666667
2081,q_learning,0.2,0.99,0.03,0.999,0.12467546545785298,914.199352,0.9750402576489533,62.0,66.8
2082,q_learning,0.2,0.99,0.03,0.999,0.12455078999239512,1134.839292,0.9054602184087364,303.0,44.141666666666666
2083,q_learning,0.2,0.99,0.03,0.999,0.12442623920240273,1154.769616,0.8643174250832408,489.0,27.133333333333333
2084,q_learning,0.2,0.99,0.03,0.999,0.12430181296320032,769.7547799999998,0.9618815896188159,94.0,75.825
2085,q_learning,0.2,0.99,0.03,0.999,0.12417751115023713,685.4946,0.9587509637625289,107.0,82.98333333333333
2086,q_learning,0.2,0.99,0.03,0.999,0.1240533336390869,976.2243120000003,0.8743676222596964,447.0,41.583333333333336
2087,q_learning,0.2,0.99,0.03,0.999,0.12392928030544781,751.1178600000002,0.8246840548534552,652.0,40.041666666666664
2088,q_learning,0.2,0.99,0.03,0.999,0.12380535102514235,1112.1622799999996,0.9764065335753176,65.0,48.2
2089,q_learning,0.2,0.99,0.03,0.999,0.12368154567411721,643.8820640000007,0.7926061877294179,791.0,29.733333333333334
2090,q_learning,0.2,0.99,0.03,0.999,0.12355786412844309,1089.990044,0.931046431046431,199.0,49.40833333333333
2091,q_learning,0.2,0.99,0.03,0.999,0.12343430626431465,581.5842719999999,0.9845950704225352,35.0,92.13333333333334
